minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
2,26,3.24,1,22,60
1,6,0.48,1,0,160
1,14,0.37,1,0,80
6,1,0.06,17,311,398
2,12,3.53,19,152,278
30,8,0.08,2,89,159
1,4,0.08,4,0,75
1,4,0.14,2,20,2500
30,12,0.66,1,179,145
4,2,0.09,1,0,400
1,88,0.91,11,345,312
30,198,2.37,5,284,70
2,1,0.11,1,299,120
2,84,1.4,3,49,90
3,3,1.18,2,263,40
2,1,0.03,1,0,315
1,19,1.53,40,24,35
1,13,0.28,3,0,50
1,6,0.48,3,365,16
2,13,0.79,3,0,80
2,1,0.02,20,189,405
3,43,0.55,1,90,97
1,20,0.96,9,352,99
30,5,0.11,5,364,59
1,38,0.73,83,324,250
1,1,0.22,6,249,782
2,37,2.08,1,81,52
2,3,1.15,1,154,125
31,1,0.29,61,180,80
3,1,0.02,1,0,100
1,48,2.03,25,0,79
30,4,0.17,2,287,33
3,132,1.36,2,355,147
30,9,0.14,1,87,150
30,12,0.27,1,177,215
1,226,6.03,1,217,54
30,37,1.26,3,159,141
1,9,0.79,15,223,200
3,13,1.52,1,348,350
5,4,0.06,1,0,95
30,40,1.6,20,350,178
6,1,0.02,1,0,80
2,6,3.21,1,150,70
1,3,1.32,52,365,94
2,10,1.55,8,39,107
1,13,2.69,6,359,160
30,10,0.72,3,58,229
5,29,0.39,1,90,159
1,1,1.0,2,362,102
3,33,0.67,1,19,175
2,43,2.66,1,362,100
2,12,0.49,1,0,53
3,17,0.35,1,337,150
3,27,0.36,1,14,750
30,11,0.48,1,0,110
30,42,0.46,1,249,150
1,83,1.47,1,158,111
1,48,0.82,2,356,79
2,10,1.22,44,31,40
2,6,0.33,9,364,95
90,260,5.17,5,180,471
2,3,0.97,17,364,214
1,1,0.02,1,0,45
2,1,0.02,1,0,70
1,15,1.26,2,252,75
3,3,0.8,1,0,139
14,48,1.99,6,91,134
2,15,1.17,6,126,99
25,3,0.35,1,270,55
2,15,0.57,47,271,324
30,7,0.13,2,0,110
1,33,2.22,4,330,47
1,75,6.25,2,230,45
30,25,0.72,2,0,60
2,117,4.82,7,257,122
30,26,0.71,1,297,79
3,5,0.11,1,0,145
300,1,0.02,1,89,41
5,5,0.33,165,302,261
20,7,0.56,2,89,84
3,2,0.04,1,0,150
7,4,0.49,50,311,25
5,39,1.18,1,82,395
1,4,0.33,4,353,35
1,3,2.25,4,85,173
3,67,3.22,2,351,249
1,1,0.15,4,89,50
4,1,0.91,5,170,279
14,9,0.13,1,0,39
2,119,4.35,1,59,78
90,4,0.12,1,107,131
30,156,3.04,4,0,98
31,4,1.29,4,118,49
1,3,0.13,171,293,550
1,17,3.7,1,179,45
1,21,1.85,10,190,170
5,11,0.35,30,331,269
2,11,0.29,1,324,106
5,58,1.45,1,352,515
3,5,0.53,1,66,495
5,6,0.35,4,46,150
28,16,0.21,1,281,63
3,3,0.05,1,0,600
5,6,0.6,1,26,176
1,2,0.31,8,253,90
5,6,0.51,1,0,98
30,54,0.83,1,319,100
21,3,0.15,20,212,299
3,4,0.08,2,0,105
28,53,1.68,1,180,54
3,19,2.29,6,0,350
2,43,0.79,8,266,226
30,16,1.05,5,301,132
30,302,2.6,3,360,192
31,8,0.21,1,182,100
3,4,0.11,1,0,151
30,64,1.07,1,311,500
14,4,0.24,2,5,150
30,9,0.57,2,136,29
180,4,0.11,1,364,329
30,13,0.48,47,363,121
2,179,2.46,31,360,182
5,43,0.88,1,313,55
4,1,0.08,1,0,50
2,46,4.81,2,17,70
2,26,0.68,1,0,55
2,3,0.08,1,0,170
3,77,1.99,1,88,75
2,1,0.04,42,95,173
2,46,4.05,1,106,85
1,279,4.68,76,0,75
3,82,2.6,1,325,159
3,30,0.31,1,266,150
45,1,0.02,2,0,69
2,4,0.14,3,22,110
1,2,0.85,7,121,162
2,127,2.86,1,0,50
1,11,1.52,1,337,142
7,393,5.83,3,361,39
2,11,0.22,1,0,150
1,99,1.56,1,123,37
3,5,0.1,2,354,141
30,1,0.05,1,365,350
4,34,0.61,8,344,95
1,84,1.21,1,354,75
2,248,3.66,2,0,76
30,150,1.72,2,0,85
4,31,0.69,2,162,169
30,50,0.45,2,242,103
3,4,2.4,1,163,80
2,9,0.44,1,0,40
2,103,6.34,1,26,70
2,12,1.63,1,335,239
2,9,1.08,2,179,499
1,3,0.35,1,364,200
30,1,0.04,1,313,75
1,30,3.41,2,135,89
30,1,0.07,205,340,116
30,42,0.8,1,0,90
30,18,0.31,1,356,136
2,95,2.34,2,293,350
1,13,0.81,1,137,65
7,3,0.13,2,251,400
30,152,1.27,1,253,180
5,2,0.04,1,0,60
30,15,1.31,1,36,90
3,260,2.17,2,327,157
2,9,1.4,2,156,105
3,21,0.51,3,1,44
1,46,3.26,2,179,59
2,2,0.17,7,0,70
2,2,0.04,1,0,60
2,44,1.18,2,365,184
6,1,0.08,6,0,200
3,32,0.97,1,271,92
2,16,0.35,5,363,513
5,78,0.84,1,185,123
1,26,1.24,1,281,200
2,2,0.04,1,0,100
1,66,8.68,2,318,97
4,3,0.11,3,364,169
31,65,1.96,2,0,45
30,26,2.01,1,296,235
2,27,1.12,1,89,195
4,1,0.05,284,338,162
2,8,0.63,1,257,56
3,26,1.08,39,324,400
6,256,1.92,1,72,125
31,1,0.68,52,284,25
1,235,7.14,1,69,62
1,44,1.21,1,215,70
2,7,3.75,26,71,985
3,52,1.96,9,164,35
7,20,0.7,1,160,340
1,7,0.15,2,0,100
2,13,1.97,1,0,52
5,114,2.72,1,353,59
30,29,0.62,44,365,129
28,3,3.0,1,37,145
1,1,0.23,9,192,351
30,329,4.94,5,37,63
3,72,2.88,3,120,299
7,3,0.06,1,0,160
3,46,2.03,1,119,221
30,15,0.42,1,365,314
3,47,2.27,1,339,545
1,2,0.22,5,163,81
91,1,0.01,2,1,120
1,3,0.25,1,208,60
2,89,3.08,4,314,172
2,42,5.68,2,303,96
1,4,0.14,2,96,186
2,3,0.05,1,0,130
3,15,0.39,1,13,245
15,6,0.16,1,0,125
2,21,1.68,1,322,350
7,12,0.66,2,0,55
5,34,2.07,1,332,75
3,143,3.65,1,5,110
3,37,2.15,1,154,100
1,5,0.45,2,0,50
2,14,0.76,1,29,110
5,64,4.39,6,148,40
2,65,1.5,1,36,179
1,12,2.61,1,0,155
7,4,0.39,1,211,600
2,88,3.6,4,264,46
4,33,0.89,1,0,95
3,40,1.11,2,92,300
2,1,0.02,1,0,200
2,2,0.43,1,26,46
30,4,0.38,6,193,35
1,67,1.87,2,0,110
1,1,1.0,96,222,183
2,4,0.12,1,0,30
5,46,1.47,65,235,279
32,1,0.17,31,365,164
1,3,0.07,1,0,59
3,42,1.62,44,299,136
30,6,0.09,1,0,44
2,4,1.64,130,341,99
3,27,0.4,1,293,288
30,13,0.17,3,341,99
2,192,3.78,1,297,93
1,114,2.31,1,81,40
1,71,2.85,6,0,33
4,10,0.13,1,0,50
1,225,6.47,4,193,67
4,93,1.28,1,289,170
1,28,1.43,13,41,159
2,34,3.85,2,320,431
7,1,0.61,25,352,39
1,19,1.94,55,4,92
3,7,1.02,1,1,68
10,9,1.48,1,314,999
30,1,1.0,9,340,45
1,47,0.83,83,328,233
2,232,6.67,1,0,60
1,26,0.82,1,68,175
5,4,0.21,1,8,95
2,36,2.16,1,139,65
31,1,0.71,2,154,35
2,1,1.0,37,84,91
7,1,0.03,1,0,150
3,64,1.27,1,296,456
1,2,0.25,31,0,125
3,21,2.34,1,243,257
30,4,0.38,1,269,49
3,23,0.93,1,329,125
1,33,2.43,9,39,124
3,9,0.16,2,365,45
30,3,0.07,3,0,169
2,1,0.08,58,232,156
30,25,0.68,2,77,160
2,4,0.1,1,0,125
2,62,1.21,2,252,132
3,4,0.2,107,240,162
30,74,2.86,1,0,104
30,10,0.14,2,256,1350
3,17,0.36,3,234,750
1,2,0.29,5,365,278
1,2,0.68,21,0,99
2,108,1.45,1,246,241
30,6,0.23,1,168,55
30,7,0.24,50,357,80
30,2,0.17,3,301,375
2,102,2.94,1,340,370
4,1,0.05,1,89,1050
1,12,0.52,13,0,110
2,21,1.29,116,267,233
30,54,0.55,1,80,110
30,46,0.59,4,290,110
1,1,0.09,40,328,236
2,161,3.22,3,249,200
1,16,1.45,1,73,150
1,106,6.48,1,0,93
3,27,0.38,2,159,350
7,2,0.16,4,334,750
4,4,0.08,5,89,115
4,3,0.27,1,0,50
3,146,3.22,1,177,45
2,61,2.4,3,0,120
2,169,3.0,1,9,80
30,2,0.54,1,180,95
8,8,0.45,2,365,350
30,3,2.5,9,335,20
5,6,0.12,1,0,55
28,8,4.8,5,365,67
30,2,0.04,1,0,65
2,76,3.4,9,255,72
3,5,0.13,46,248,295
1,36,3.11,34,300,95
3,12,0.24,2,0,39
3,1,0.73,107,3,30
1,26,0.69,1,0,95
2,1,0.38,11,365,129
2,2,1.62,4,23,115
1,4,0.11,1,0,50
3,6,0.22,1,0,70
2,8,0.43,34,296,120
4,61,2.16,1,64,58
2,61,2.6,2,179,115
4,25,0.4,1,254,240
2,3,0.05,35,304,428
3,275,4.05,1,125,92
3,27,2.22,3,155,325
30,1,0.15,19,77,95
1,96,4.46,1,352,169
1,245,5.46,8,331,63
3,6,0.09,1,0,150
14,1,1.0,1,27,151
2,59,1.23,1,0,175
1,1,0.04,2,0,88
2,188,4.15,81,94,123
1,3,0.28,1,158,40
2,25,0.41,4,89,149
30,23,0.61,1,0,142
2,22,1.43,1,0,170
31,2,0.15,6,89,22
1,1,0.04,3,180,279
1,4,0.1,1,0,118
3,10,0.98,1,365,225
1,24,0.49,1,0,90
1,43,2.91,2,0,150
10,1,0.02,43,365,249
2,4,0.34,3,364,141
1,4,0.2,29,365,144
2,1,1.0,76,353,304
5,55,1.1,4,365,69
3,20,2.65,118,52,74
1,8,0.63,4,62,70
1,83,3.3,3,16,32
30,43,1.22,1,170,55
30,11,0.16,8,351,95
3,55,0.77,1,65,289
30,3,0.37,20,82,125
1,29,4.48,3,57,75
1,6,4.5,3,0,246
1,207,4.24,2,172,86
30,54,0.74,1,0,999
2,17,0.47,1,0,257
1,367,7.62,1,10,41
30,1,0.18,205,112,152
4,3,0.05,1,0,200
3,1,0.48,41,257,3224
3,16,2.38,1,61,70
3,9,0.97,2,344,32
1,1,0.04,1,0,100
30,93,3.16,3,297,69
2,2,0.16,2,0,120
1,186,3.86,1,41,112
1,5,0.55,12,268,1229
2,27,0.5,1,352,110
1,230,16.31,11,352,102
1,18,0.39,19,82,69
1,117,2.42,3,10,69
2,1,1.0,1,107,280
3,48,2.65,5,0,70
2,214,4.04,1,240,122
1,33,1.58,27,197,74
3,19,0.34,1,0,145
30,187,3.19,2,344,35
10,58,1.64,1,0,205
2,7,0.16,1,0,35
5,24,1.07,100,327,116
3,12,1.47,1,164,258
3,71,2.5,1,0,85
5,113,1.93,10,337,150
30,3,0.16,1,274,175
1,49,2.29,5,156,135
3,50,0.7,51,0,162
4,53,1.7,1,38,100
1,7,0.85,1,50,199
2,7,1.0,1,33,60
2,34,1.03,3,254,500
1,71,3.32,4,53,52
1,177,4.37,1,354,89
5,6,0.11,165,294,765
30,4,0.11,146,179,82
3,15,0.82,5,224,269
2,211,5.5,1,327,183
1,3,0.42,1,0,245
3,8,0.39,1,1,99
1,197,8.72,2,233,134
30,23,1.71,1,0,115
2,12,0.58,3,0,47
2,42,0.86,1,0,127
1,2,0.04,1,0,60
1,4,0.69,1,0,45
3,2,0.07,2,0,499
3,1,0.22,1,0,51
7,1,0.03,1,0,45
31,151,1.73,4,362,26
1,8,0.31,2,358,80
30,1,0.6,4,161,130
1,7,0.22,1,0,300
1,18,1.39,1,66,65
2,53,0.78,2,365,139
11,4,0.51,2,59,79
1,35,2.66,1,0,217
1,11,0.86,1,289,48
30,12,0.25,1,0,40
2,8,0.16,1,365,75
1,1,0.04,1,0,900
20,34,0.4,1,365,100
30,55,1.52,1,108,160
7,5,0.18,40,365,73
1,43,0.56,5,197,88
2,22,0.83,8,266,90
1,15,3.06,2,172,31
1,7,0.83,1,60,247
1,50,2.12,1,334,309
5,15,0.26,1,0,190
1,1,0.02,1,0,375
1,21,0.39,2,0,32
1,34,0.6,6,350,379
7,1,0.12,3,179,155
1,36,1.78,1,1,175
2,91,2.51,1,296,157
3,50,2.41,1,0,60
2,14,0.28,5,351,82
3,46,1.5,1,0,120
1,6,0.28,18,1,612
3,40,2.29,2,261,150
1,1,0.16,1,178,55
30,12,0.18,1,365,125
2,54,1.16,1,165,145
5,122,2.21,3,243,115
3,1,0.03,1,0,45
30,6,1.28,12,86,99
2,75,2.77,4,342,100
30,49,2.44,20,341,59
30,3,0.12,260,365,122
2,24,3.44,2,365,61
4,6,0.16,284,199,168
30,1,0.56,12,89,2500
2,13,0.49,1,0,80
3,1,0.05,3,0,100
28,12,0.28,2,90,111
3,13,1.54,1,127,50
5,20,2.69,1,331,108
30,4,0.12,1,287,95
1,150,3.54,1,319,246
3,2,0.08,12,5,1208
2,34,0.49,12,28,60
1,16,0.44,9,153,206
2,14,0.95,1,0,264
2,6,0.22,1,0,129
3,21,1.01,1,356,150
2,49,2.05,1,126,359
30,59,1.36,1,145,106
1,20,1.14,1,0,113
2,167,1.85,2,0,165
30,23,1.81,1,89,100
4,7,0.18,2,83,89
15,1,0.03,2,363,120
2,191,3.4,1,365,150
3,3,0.14,1,0,130
7,1,0.07,2,0,130
2,83,1.56,10,364,30
5,1,0.11,165,342,340
2,16,0.32,1,364,400
5,9,0.15,1,314,150
2,2,0.03,1,0,135
28,5,0.51,3,152,55
1,3,2.14,17,352,100
2,40,1.01,2,347,75
2,1,1.0,1,169,1646
5,1,1.0,1,93,600
30,53,0.61,1,0,139
1,9,0.9,1,0,175
1,2,0.04,1,0,80
30,89,1.86,1,301,88
2,41,0.94,3,149,35
3,3,0.23,3,18,160
91,2,0.04,31,365,38
2,4,0.34,8,267,335
30,1,0.13,162,0,220
1,18,1.41,3,0,120
31,17,0.15,2,365,75
7,30,1.45,1,93,108
30,34,1.13,1,364,67
1,2,0.05,1,364,10000
5,3,0.53,65,106,199
1,9,0.2,1,179,163
2,44,1.57,1,317,110
1,150,5.08,4,131,47
1,5,0.43,14,135,299
2,2,0.1,1,0,25
1,2,0.13,103,338,95
29,6,0.16,81,365,23
3,37,1.13,1,0,60
3,3,0.15,20,251,152
5,9,1.11,71,315,270
10,2,0.07,2,143,65
30,53,1.93,1,0,200
14,10,0.49,1,0,85
1,240,3.46,26,0,38
2,20,1.32,3,181,128
30,60,2.2,17,365,85
2,1,0.04,1,0,55
1,58,3.88,3,343,75
1,5,1.95,1,185,70
2,152,2.34,1,362,120
10,37,2.95,11,136,25
2,27,6.69,8,169,565
2,47,1.82,3,364,49
3,2,0.05,1,0,89
2,2,0.12,1,0,289
30,65,1.73,1,299,45
2,91,4.51,31,118,88
2,7,0.39,23,0,184
1,3,0.08,1,0,117
7,2,0.06,2,364,60
1,5,2.83,20,88,155
30,13,0.93,1,365,140
3,37,0.93,1,0,150
3,16,1.86,1,126,550
30,5,0.16,2,0,85
7,69,1.26,4,221,38
3,103,3.61,1,87,82
2,1,0.03,1,0,60
5,40,1.28,1,0,139
1,28,0.96,1,0,65
2,155,4.08,1,71,249
3,34,1.34,2,247,65
3,15,0.45,2,64,175
2,58,3.86,3,179,108
2,115,3.12,1,76,78
3,13,0.39,1,170,277
4,13,1.67,2,337,245
30,52,1.11,2,180,98
30,4,0.27,1,71,120
2,68,2.64,11,0,112
2,27,1.8,1,74,41
3,3,0.39,19,172,180
2,35,3.56,1,49,105
2,3,0.11,1,0,90
30,1,1.0,232,178,96
3,115,2.54,22,31,84
1,250,9.19,1,328,100
2,53,1.98,11,103,59
1,99,2.64,3,144,108
31,1,0.03,2,89,129
5,1,0.02,1,0,115
1,3,0.38,1,178,110
30,20,0.3,34,365,250
1,199,4.71,6,85,31
2,25,0.41,1,27,277
3,87,2.26,1,246,425
1,217,5.36,4,89,65
1,30,1.72,4,80,54
91,1,0.06,1,0,60
30,119,3.23,1,340,75
2,79,3.29,1,109,178
2,4,0.28,1,191,120
30,8,0.16,14,179,155
1,112,10.15,1,115,150
2,8,0.14,1,0,57
2,21,0.89,1,245,130
30,14,0.95,1,267,25
2,1,0.64,74,304,125
1,53,1.42,2,44,200
10,1,0.23,2,81,35
1,34,1.98,1,251,275
2,7,0.36,2,77,107
5,119,2.64,2,109,229
30,1,0.08,146,180,83
1,1,0.01,1,0,200
3,21,1.09,1,0,150
1,47,0.66,2,0,95
1,178,8.2,3,342,82
30,22,1.78,1,90,85
30,29,2.1,1,0,73
2,36,2.54,1,152,179
30,6,0.36,7,343,60
3,14,0.71,27,262,599
1,6,0.49,1,60,70
1,72,3.78,4,61,75
2,15,1.31,1,352,70
5,6,0.2,2,0,275
30,12,0.2,43,352,120
2,41,0.43,1,362,100
30,20,0.33,1,234,125
30,70,0.7,1,304,107
1,2,2.0,78,255,10000
2,35,1.91,1,353,195
30,254,6.03,1,0,50
1,1,0.07,1,87,100
2,1,0.38,15,259,157
1,8,0.54,1,43,300
3,94,3.26,7,80,95
2,11,0.29,1,0,96
2,7,0.24,7,303,275
30,7,0.33,1,365,239
2,596,4.91,2,2,89
2,17,0.72,130,325,163
3,120,2.54,1,75,169
31,23,0.38,10,357,65
1,111,1.69,1,29,325
3,30,3.59,12,81,50
3,69,1.41,5,51,79
2,18,0.55,1,63,94
3,2,2.0,9,352,163
1,33,1.01,4,289,350
14,21,1.75,1,8,99
2,23,0.49,4,351,149
7,2,0.2,47,189,162
3,2,0.85,1,89,65
5,53,2.56,1,41,154
1,23,0.83,1,267,125
3,1,0.02,1,0,160
2,4,0.44,162,123,360
30,101,4.15,1,86,159
2,99,2.07,1,318,91
1,24,0.71,1,0,118
2,5,0.75,17,0,182
14,7,0.2,1,0,25
29,24,0.24,2,284,221
3,16,0.42,1,317,500
1,1,0.15,2,330,95
2,75,4.0,1,115,200
3,10,0.79,7,316,175
1,5,2.21,9,283,240
7,5,0.13,1,0,150
2,12,0.86,23,264,225
2,106,1.93,23,362,219
3,10,0.24,1,0,75
7,22,0.61,4,241,399
3,9,0.27,1,312,136
1,2,0.04,1,177,100
10,53,1.73,1,176,120
2,149,2.96,1,344,59
1,3,0.15,1,0,70
29,5,0.12,81,351,23
5,1,0.01,1,0,100
30,1,0.03,146,179,89
30,12,0.66,2,179,139
1,2,0.03,1,0,100
1,84,1.51,1,354,125
1,65,2.43,4,128,125
1,2,2.0,5,0,100
2,46,0.62,34,63,74
2,90,2.62,1,89,60
5,7,0.46,2,263,95
3,2,0.05,1,0,220
1,5,0.43,5,355,170
3,21,0.44,1,364,118
1,1,0.05,2,0,150
3,126,2.23,1,179,204
2,10,1.74,1,60,389
2,24,1.03,3,0,50
2,140,3.43,1,166,80
2,2,0.2,2,0,100
3,96,4.11,9,159,185
2,7,4.29,1,0,728
1,1,0.03,18,0,86
30,2,0.04,1,0,55
3,4,0.25,28,180,39
3,12,1.33,1,0,135
1,37,0.92,1,0,100
9,20,0.39,1,0,175
1,1,0.16,27,277,75
3,23,0.3,1,0,220
2,16,1.03,1,0,109
30,179,3.48,2,298,33
1,1,0.11,1,0,85
30,6,0.22,11,132,335
31,1,0.21,31,96,131
7,26,2.04,1,64,140
2,54,0.64,2,364,96
2,2,0.11,3,0,68
2,27,0.66,1,167,45
30,9,0.15,1,0,54
30,1,0.03,1,0,70
2,16,0.38,1,140,125
1,1,0.07,1,163,200
2,15,2.28,1,352,213
1,2,0.28,1,6,90
28,16,0.31,11,364,83
30,97,3.0,1,92,463
2,11,0.96,10,138,249
2,109,5.98,1,0,80
365,24,0.29,1,87,320
1,241,4.87,1,297,99
2,3,0.23,2,365,70
3,3,0.17,22,332,255
6,4,0.05,1,179,50
1,21,1.13,1,0,68
7,136,2.44,3,344,50
3,14,1.32,60,292,111
1,1,0.12,2,179,80
30,477,5.65,1,0,99
2,49,0.5,3,353,225
1,162,2.24,5,350,81
30,2,0.14,393,241,101
6,11,0.54,1,337,1292
3,6,0.3,2,293,110
2,7,0.28,2,89,68
3,7,0.09,2,179,82
2,93,1.7,1,0,150
30,19,0.65,1,364,170
1,16,1.28,3,343,110
30,33,0.77,1,0,80
2,2,0.55,5,233,400
4,13,0.83,1,295,500
5,32,1.64,1,328,410
30,2,0.22,1,365,300
1,16,0.31,1,251,88
3,2,0.11,1,125,99
3,5,0.39,10,268,199
5,9,0.24,4,0,575
1,2,0.03,1,0,45
1,122,4.52,4,101,65
1,14,1.22,14,341,94
1,4,0.19,1,0,66
1,19,0.46,171,216,485
30,1,0.1,25,234,206
3,19,0.43,35,282,190
14,4,0.18,8,179,379
2,74,2.22,2,66,100
3,191,2.83,2,127,171
2,1,0.01,1,0,175
1,33,1.33,1,178,100
5,1,0.02,1,0,35
3,25,2.09,1,360,120
2,22,0.89,2,17,90
30,3,0.27,1,223,75
1,106,2.89,5,308,39
2,6,1.31,2,365,144
30,14,0.84,2,0,78
30,1,0.5,3,341,10
7,13,0.49,1,144,124
1,10,0.22,47,271,242
1,34,7.29,3,172,110
30,6,0.26,1,343,80
3,3,0.21,1,0,119
2,38,1.41,1,357,155
1,104,8.0,5,360,200
1,1,0.04,2,178,200
2,37,1.34,1,0,50
1,37,5.24,1,0,87
5,63,2.61,2,128,110
3,12,1.69,1,228,115
2,4,0.55,1,361,331
3,28,1.53,6,362,95
2,3,0.19,61,205,240
30,1,0.08,73,365,23
30,33,2.09,1,327,79
3,38,1.03,4,48,49
6,47,1.0,1,270,194
1,11,1.68,1,53,41
1,95,2.54,1,114,75
2,1,0.05,207,72,215
2,71,1.93,1,213,201
2,19,0.53,5,179,229
2,21,0.44,1,0,97
1,8,2.11,25,88,59
1,371,8.31,7,0,71
1,1,0.05,1,242,190
1,89,5.66,2,326,86
1,206,4.25,1,355,64
2,5,0.31,3,167,120
31,116,1.14,5,342,75
1,10,1.1,2,19,25
3,171,2.3,2,179,119
1,100,4.32,17,172,94
3,2,0.05,1,0,75
2,11,1.45,14,274,94
1,27,2.25,1,127,108
27,5,0.11,5,358,99
3,167,3.79,3,60,56
1,15,1.94,47,161,180
1,11,0.51,6,0,39
2,106,1.86,1,346,90
1,2,0.32,2,90,190
2,3,0.13,2,0,175
3,8,0.56,2,114,195
1,39,1.89,20,315,220
2,133,3.64,1,269,141
6,5,0.13,2,0,130
1,5,0.08,1,365,150
30,156,5.5,2,341,280
2,53,0.53,2,78,75
7,1,0.08,1,292,985
30,8,0.13,1,364,72
3,5,0.18,1,0,57
1,143,5.11,1,0,113
3,2,0.19,1,0,140
2,2,0.09,1,0,80
30,10,1.16,24,82,299
180,1,0.07,1,173,120
100,10,0.32,1,90,170
1,100,2.98,10,299,94
30,4,0.16,1,0,70
1,29,0.57,1,0,300
30,47,0.82,1,310,70
1,26,1.42,6,272,315
4,172,4.4,2,243,240
30,128,3.81,17,363,60
6,2,0.06,32,270,689
1,5,0.09,1,0,100
1,26,1.0,5,163,75
2,39,3.3,1,146,60
1,3,0.06,1,0,80
2,190,3.89,1,252,75
3,27,2.38,1,180,194
2,46,3.92,1,138,71
15,44,0.53,1,275,59
2,39,0.47,1,362,151
30,1,0.05,196,133,397
2,10,0.44,1,82,140
2,220,3.3,1,0,149
1,47,1.4,55,327,400
4,5,0.14,2,0,108
2,59,1.58,1,88,50
30,61,1.76,1,86,115
2,3,0.42,14,290,119
1,40,3.43,2,0,40
3,71,1.45,1,147,56
30,18,0.77,4,80,64
1,125,2.47,3,79,40
3,15,1.29,2,162,450
4,58,1.92,2,365,199
2,70,0.94,3,363,64
4,43,0.83,1,334,130
5,59,0.86,1,290,465
1,64,2.63,1,0,120
3,137,3.62,6,361,33
3,3,0.32,2,24,285
2,6,0.14,17,51,50
1,1,0.34,10,365,21
1,11,2.14,15,169,399
1,31,2.05,4,365,160
2,6,0.12,1,0,150
6,10,0.66,2,265,40
3,57,2.05,1,54,169
5,155,3.93,1,152,88
1,60,3.4,2,365,97
1,2,0.04,1,0,40
1,30,0.93,124,303,429
2,24,0.64,1,357,675
3,42,0.53,7,286,120
1,59,4.39,1,78,115
1,19,0.46,1,162,99
1,62,1.25,8,361,165
30,17,0.43,1,110,43
2,5,0.73,1,308,135
7,8,0.18,18,178,406
1,5,1.81,4,180,63
6,63,1.07,1,287,38
5,94,2.38,1,55,284
3,119,5.14,1,93,425
2,44,1.24,1,0,176
1,128,4.92,1,120,85
1,92,3.66,1,20,157
2,11,0.31,19,0,89
6,35,0.43,2,311,177
1,1,0.12,19,199,183
7,6,0.14,3,101,350
2,179,2.21,2,274,200
2,146,3.45,1,333,180
30,4,0.23,1,365,120
4,40,0.7,1,0,53
2,37,1.61,2,9,238
30,29,1.0,1,0,60
1,48,4.65,7,329,119
30,30,0.45,1,0,110
1,22,2.41,1,177,65
2,23,0.37,1,0,250
3,33,2.5,3,69,74
1,3,0.04,1,0,60
3,5,0.2,2,168,300
3,1,0.06,2,88,149
2,33,0.6,1,43,159
90,12,0.21,4,54,72
6,10,0.51,6,248,450
30,127,3.95,4,89,75
1,288,6.93,7,327,373
30,25,1.21,4,313,62
30,4,0.24,1,0,180
1,190,4.89,51,357,136
2,48,1.63,1,0,50
2,6,0.58,2,0,26
2,1,0.06,1,0,180
2,1,1.0,2,339,120
1,36,1.69,43,0,100
1,2,0.03,1,0,51
7,3,0.05,2,253,85
10,10,0.23,1,177,100
5,13,0.77,1,84,39
2,287,4.11,1,363,120
2,8,0.26,2,169,45
7,5,0.2,1,316,33
1,2,0.22,9,0,77
30,1,0.03,71,365,219
1,17,1.11,3,365,46
31,6,0.32,3,150,64
3,17,1.48,4,290,55
1,80,0.95,1,14,90
10,4,0.19,1,0,150
3,2,0.25,37,325,232
1,22,0.69,1,0,55
4,5,0.21,2,0,200
15,3,0.06,1,0,50
31,217,4.73,5,89,36
1,1,0.15,5,89,60
1,13,1.05,3,72,40
1,38,1.52,3,171,99
3,57,2.53,1,28,180
4,18,0.43,1,67,175
14,2,0.16,132,208,88
2,7,0.83,1,0,123
3,54,1.47,2,179,119
29,1,1.0,28,282,160
1,9,1.02,1,0,97
6,3,0.21,1,359,439
3,4,2.73,1,351,150
1,21,0.7,4,1,182
1,4,0.12,14,365,304
2,67,1.95,1,363,195
4,84,1.81,2,179,99
21,13,1.76,2,0,95
3,39,1.02,1,84,191
2,14,1.31,1,0,96
3,2,0.04,1,0,29
2,27,1.58,23,223,111
30,6,0.12,3,54,99
2,32,2.67,1,355,373
1,105,3.18,1,39,40
5,60,1.57,2,190,695
1,34,2.66,13,179,62
6,17,0.24,17,289,469
30,136,3.03,5,68,43
1,12,2.32,1,52,70
28,4,0.25,3,243,80
3,2,0.06,1,144,1624
1,45,1.18,6,0,26
7,15,0.36,1,0,82
1,178,4.34,1,140,125
1,9,0.21,1,0,30
30,8,0.65,2,0,125
4,1,0.15,284,167,149
2,58,2.0,7,87,146
2,28,1.61,1,336,189
2,38,1.78,1,133,355
1,14,0.33,1,0,35
3,82,3.0,2,159,399
1,3,2.25,2,325,800
29,10,0.19,3,350,325
1,195,2.89,2,326,105
2,18,2.29,7,0,85
1,2,0.45,7,178,95
4,14,1.26,2,166,35
2,31,3.38,12,80,400
3,1,0.07,2,0,150
30,48,2.55,1,35,145
14,44,1.07,1,0,69
1,2,2.0,10,89,189
7,70,0.83,2,302,33
2,45,2.98,3,0,70
30,14,0.77,6,364,60
5,1,0.11,2,5,55
31,1,1.0,2,105,85
30,1,0.13,3,88,45
1,3,0.04,1,0,200
3,113,4.71,1,67,73
30,43,1.59,3,23,65
1,4,0.43,1,90,110
1,7,1.78,1,357,95
1,24,1.75,1,176,77
2,193,3.23,1,14,225
2,1,0.05,4,365,70
2,135,3.6,4,330,199
3,239,4.63,1,64,112
1,7,1.78,8,365,313
